 1  29  32  40  61  93  104  132  157  159  177  193  205  216  230  236  237  261  287  311  323  327  362  403  432  438  476  478  515  524  535  536  547  592  649  651  711  713  720  762  827  855  866  892  893  903  928  967  1010  1011  1109  1115  1157  1194  1209  1217  1221  1234  1273  1306  1311  1324  1349  1368  1371  1385  1413  1429  1451  1453  1458  1469  1471  1482  1487
 37  41  51  60  85  101  113  114  148  180  263  273  283  310  313  323  341  343  379  431  433  441  462  472  500  517  525  543  584  673  703  737  789  799  805  817  827  847  865  871  880  896  901  924  930  976  1004  1007  1039  1043  1071  1074  1097  1170  1176  1204  1209  1287  1310  1350  1358  1365  1388  1391  1392  1427  1429  1438  1457  1467  1476  1481  1482  1493  1499
 26  79  112  113  124  129  144  176  183  218  225  253  265  338  356  369  382  394  398  410  420  484  520  525  532  562  578  612  623  652  662  663  678  682  685  712  725  742  769  781  782  815  864  871  899  915  921  930  975  1020  1046  1073  1074  1099  1104  1108  1113  1118  1124  1134  1154  1157  1170  1218  1275  1281  1318  1322  1326  1335  1342  1350  1355  1397  1486
 5  26  57  59  97  123  131  178  180  205  249  293  310  332  343  350  372  375  395  406  408  413  431  523  594  623  627  649  675  721  735  745  775  782  794  825  832  854  902  908  912  919  926  948  953  957  973  995  1001  1053  1056  1071  1097  1136  1153  1159  1165  1189  1193  1198  1223  1232  1243  1260  1284  1299  1311  1326  1369  1426  1428  1442  1460  1468  1498
 41  50  68  90  100  103  131  135  146  150  173  198  215  268  314  326  347  420  425  428  445  456  457  489  525  541  613  640  651  690  755  813  829  837  843  853  887  907  954  975  977  1031  1034  1036  1039  1052  1071  1081  1100  1103  1105  1136  1172  1174  1176  1193  1195  1204  1206  1221  1268  1270  1304  1308  1310  1342  1344  1360  1406  1408  1410  1411  1418  1449  1496
 1  5  11  15  31  41  148  154  164  168  181  191  258  306  342  350  370  410  417  469  475  505  518  527  528  534  535  548  559  595  608  629  643  647  673  675  722  725  741  743  753  761  767  811  812  887  908  911  920  985  1015  1088  1096  1106  1121  1126  1146  1149  1160  1161  1168  1174  1229  1236  1278  1315  1352  1355  1412  1413  1424  1440  1454  1458  1471
 34  38  41  49  60  75  91  101  119  120  129  144  170  174  178  181  220  223  225  237  251  285  286  313  322  342  380  381  457  463  475  511  542  576  583  603  604  621  632  645  689  728  757  805  827  854  866  874  959  963  998  1017  1037  1041  1047  1061  1085  1103  1109  1134  1182  1184  1186  1187  1190  1201  1235  1237  1254  1276  1323  1335  1386  1411  1441
 33  40  51  53  81  89  107  123  125  203  320  321  346  351  366  372  400  403  450  489  523  557  561  577  578  579  586  597  603  616  619  673  678  679  694  697  732  751  777  802  807  826  829  850  853  890  907  918  929  944  992  1005  1030  1087  1107  1109  1156  1174  1181  1230  1239  1253  1257  1271  1274  1310  1324  1367  1368  1417  1419  1430  1469  1493  1495
 10  25  34  68  94  140  142  177  193  201  202  206  239  275  319  329  361  381  382  402  434  478  503  519  527  542  561  595  603  620  622  647  679  710  711  790  802  815  829  848  851  880  926  969  971  987  1005  1091  1098  1119  1148  1152  1155  1158  1168  1182  1199  1213  1224  1236  1263  1284  1287  1301  1303  1313  1337  1365  1367  1368  1416  1442  1450  1451  1479
 22  41  93  107  117  125  138  145  191  194  195  219  228  229  244  304  348  375  380  399  400  419  453  465  471  493  494  505  523  539  583  602  610  634  639  652  699  706  721  731  734  744  749  766  775  799  820  859  922  924  980  983  1050  1082  1105  1107  1114  1161  1214  1246  1263  1269  1275  1316  1336  1339  1394  1398  1399  1436  1444  1451  1465  1494  1496
 25  58  66  67  93  147  168  200  223  236  241  242  244  249  253  256  262  280  304  322  370  371  384  399  404  421  423  428  437  453  456  480  484  488  494  556  596  616  621  670  692  763  780  785  788  858  915  1013  1037  1057  1080  1115  1177  1185  1192  1203  1209  1213  1245  1251  1253  1272  1339  1362  1389  1401  1405  1438  1440  1452  1468  1483  1492  1494  1497
 2  11  18  43  57  60  87  101  148  153  154  157  198  199  205  226  289  311  314  339  361  362  394  399  408  519  527  557  560  565  570  586  587  592  604  612  629  644  650  659  677  700  703  765  787  834  848  900  914  966  984  1002  1018  1038  1068  1086  1103  1154  1183  1195  1198  1228  1248  1262  1264  1317  1334  1341  1374  1395  1406  1422  1426  1449  1462
 67  70  71  105  108  116  144  192  246  250  254  259  263  266  282  284  292  308  316  343  374  386  391  415  423  435  455  539  583  584  600  608  619  677  696  701  713  719  732  739  786  870  876  878  884  893  904  921  924  952  957  959  981  983  991  1009  1025  1077  1080  1103  1105  1141  1171  1198  1235  1276  1322  1323  1350  1378  1385  1425  1434  1482  1496
 38  62  94  136  138  147  157  209  213  217  258  282  289  323  332  360  373  375  377  390  394  428  483  484  491  503  512  528  533  535  548  562  593  626  685  687  688  693  701  721  724  732  737  758  791  795  819  835  868  905  947  985  992  1040  1058  1064  1105  1140  1156  1185  1220  1247  1263  1293  1330  1351  1393  1408  1409  1414  1416  1431  1435  1472  1484
 1  34  39  60  65  86  115  136  150  194  202  269  280  293  300  323  342  343  422  439  477  501  553  580  594  615  679  726  738  771  792  842  869  881  889  895  927  945  954  966  979  996  997  1016  1038  1057  1091  1093  1097  1113  1141  1144  1149  1150  1152  1189  1190  1192  1230  1254  1268  1288  1296  1299  1308  1321  1325  1392  1403  1427  1429  1452  1459  1465  1466
 4  70  84  101  121  143  165  171  186  196  205  223  232  236  238  248  272  297  355  359  361  373  403  418  421  435  456  472  485  505  510  559  622  642  674  676  686  719  720  734  777  784  832  872  877  883  891  931  955  979  980  990  1017  1018  1061  1096  1106  1115  1117  1139  1205  1206  1216  1218  1237  1260  1270  1284  1318  1376  1382  1394  1447  1454  1467
 10  27  50  57  77  117  154  156  167  168  178  193  212  223  264  268  269  321  322  327  346  370  373  406  417  426  440  485  499  513  519  546  578  582  595  645  650  652  696  699  707  710  715  742  761  798  835  858  866  867  919  929  936  949  1004  1020  1037  1053  1079  1101  1115  1125  1158  1198  1207  1237  1286  1306  1314  1320  1327  1369  1445  1476  1494
 1  28  31  37  51  63  75  77  86  91  134  149  163  164  167  185  190  255  258  262  271  331  332  340  353  367  390  429  440  457  465  469  474  488  490  505  507  508  517  518  520  529  548  598  651  658  674  689  691  698  712  728  755  848  907  948  1132  1134  1141  1157  1224  1232  1236  1240  1259  1293  1299  1318  1319  1320  1330  1352  1375  1389  1492
 0  48  58  63  109  126  134  149  150  162  223  231  237  251  270  277  278  295  323  324  369  373  379  445  479  505  572  586  605  612  640  643  654  662  667  722  733  751  758  760  807  810  866  873  881  934  954  962  964  971  981  991  1045  1047  1052  1087  1096  1102  1127  1140  1176  1191  1209  1245  1273  1287  1300  1305  1335  1363  1373  1381  1393  1402  1417
 59  62  85  90  95  124  125  132  157  176  181  183  223  234  254  298  301  314  320  354  399  410  417  418  421  427  448  464  466  482  574  612  658  665  668  693  696  703  742  752  831  872  893  894  902  906  931  936  946  950  992  1005  1016  1020  1072  1119  1126  1135  1159  1169  1200  1259  1279  1293  1294  1345  1369  1389  1396  1403  1430  1431  1434  1437  1445
 9  13  14  19  20  28  43  106  124  127  152  172  191  195  239  253  263  274  285  287  320  339  346  374  377  380  396  403  424  572  578  608  620  625  683  695  714  749  772  786  798  807  814  829  849  853  873  877  887  890  956  1009  1010  1016  1027  1082  1087  1089  1093  1129  1146  1179  1181  1192  1212  1233  1269  1319  1344  1354  1381  1409  1412  1436  1475
 12  17  24  28  43  49  73  88  91  96  97  124  176  189  191  266  292  300  345  402  415  426  437  447  466  468  496  499  519  592  615  616  626  714  791  804  838  873  904  912  932  934  952  955  962  989  995  999  1006  1007  1009  1022  1153  1165  1186  1230  1245  1249  1274  1288  1313  1323  1337  1344  1376  1382  1383  1389  1400  1402  1434  1440  1454  1469  1485
 0  3  6  30  47  75  77  97  109  125  164  214  244  250  257  258  266  299  301  317  321  413  422  435  464  471  480  497  498  509  542  552  559  604  605  607  611  620  633  658  669  718  734  740  796  825  854  864  867  875  898  936  943  957  978  995  1022  1030  1060  1062  1084  1091  1093  1193  1200  1240  1252  1312  1409  1411  1419  1438  1478  1481  1487
 13  40  44  93  100  113  114  120  138  160  166  199  209  217  227  230  251  261  287  298  310  333  368  405  417  434  435  473  474  504  511  513  523  537  549  562  591  606  618  632  653  667  674  701  721  729  730  738  753  764  827  834  839  848  902  929  939  948  986  1043  1080  1116  1145  1163  1164  1200  1220  1228  1317  1360  1396  1400  1487  1492  1498
