 0  2  4  41  59
 52  55  74  75  94
 1  2  70  71  96
 17  32  41  50  62
 39  46  48  95  98
 40  62  63  72  77
 3  42  68  75  79
 7  24  25  46  85
 60  62  75  83  92
 31  45  64  94  99
 2  7  14  30  85
 4  16  47  49  81
 9  43  64  69  98
 15  17  20  37  97
 39  66  77  87  98
 13  17  23  52  74
 0  27  28  34  79
 30  39  57  74  79
 25  49  63  64  67
 20  29  57  76  93
 8  12  28  84  98
 6  41  58  62  80
 33  35  66  84  90
 4  12  24  47  95
 10  62  88  94  96
 9  17  38  75  98
 14  20  22  49  81
 10  24  29  75  76
 36  43  46  58  90
 41  50  71  86  99
 15  21  36  43  53
 44  60  71  77  89
 2  10  12  27  57
 9  57  58  78  87
 19  51  81  91  96
 22  44  45  57  78
 11  32  66  70  98
 23  30  40  78  84
 7  21  56  62  82
 38  44  61  75  83
 41  52  56  74  78
 3  36  44  55  77
 1  24  57  70  87
 4  37  62  66  90
 6  27  28  64  77
 6  27  32  63  88
 2  66  74  80  92
 27  38  56  61  68
 25  30  61  64  98
 8  53  63  70  75
 9  34  57  69  80
 36  50  54  77  83
 5  23  29  43  72
 6  12  20  27  84
 3  49  54  87  98
 13  59  68  73  97
 0  56  69  80  81
 18  36  54  77  97
 34  55  65  73  92
 17  19  30  64  69
 39  44  51  86  96
 7  13  44  48  61
 49  50  53  69  89
 2  57  82  83  96
 8  31  39  44  58
 20  22  25  51  76
 33  48  58  94  97
 26  47  51  63  88
 2  18  70  72  84
 3  18  27  47  73
 6  14  40  59  64
 6  62  70  71  96
 11  12  47  64  78
 1  23  54  69  95
 7  28  61  97  98
 7  43  55  75  91
 1  25  34  52  70
 17  20  25  47  94
 42  58  64  68  77
 10  16  64  69  97
 5  45  72  86  90
 2  38  41  72  91
 10  36  62  80  84
 2  17  57  90  94
 51  57  62  78  81
 1  14  56  83  94
 9  42  44  79  84
 10  28  30  70  98
 36  44  47  72  80
 8  38  54  59  89
 21  41  50  86  88
 27  35  55  78  93
 19  45  77  92  93
 11  44  49  76  81
 22  36  46  58  88
 9  13  30  75  87
 3  32  37  41  52
 1  10  26  30  67
 26  43  66  82  84
 14  22  24  45  97
 11  53  77  79  93
 1  19  31  73  97
 16  19  35  38  82
 2  12  28  73  78
 35  50  56  60  64
 7  12  16  96  97
 38  44  52  57  72
 10  33  44  57  81
 15  28  41  63  99
 0  5  16  54  86
 23  25  37  42  81
 0  9  21  54  55
 30  55  72  78  82
 5  19  21  73  85
 11  23  24  62  71
 0  15  37  45  98
 5  10  50  68  95
 43  44  52  66  78
 17  54  81  96  97
 21  52  54  84  95
 17  25  33  69  79
 17  34  42  62  73
 2  31  52  80  96
 0  5  43  54  97
 1  6  18  52  86
 4  5  29  68  73
 2  48  79  80  99
 7  37  44  56  95
 9  17  26  34  40
 58  76  84  88  94
 8  32  76  78  85
 12  59  65  73  92
 3  12  18  88  92
 27  73  82  84  98
 19  48  50  57  91
 29  60  77  96  98
 37  47  61  72  94
 47  54  66  69  97
 9  14  34  41  60
 3  29  52  54  83
 22  24  34  58  96
 36  55  61  67  93
 26  41  43  47  65
 4  17  25  39  78
 3  52  57  83  90
 1  52  57  75  86
 10  15  54  62  89
 0  26  40  49  59
 8  16  63  90  96
 55  63  72  78  88
 48  57  68  71  86
 21  27  43  63  98
 4  16  78  79  89
 8  43  65  68  73
 9  21  41  54  96
 8  37  52  71  82
 9  12  21  22  83
 23  30  51  64  81
 8  18  57  78  84
 9  13  48  55  69
 28  41  43  46  98
 51  77  83  86  90
 2  5  34  42  57
 16  47  67  88  98
 2  37  45  63  95
 7  8  39  45  86
 24  41  69  83  91
 26  45  47  70  74
 32  38  39  47  77
 29  36  44  56  74
 25  36  58  61  92
 0  22  49  54  90
 32  57  59  69  96
 15  29  34  48  87
 37  45  56  81  96
 17  29  50  59  85
 62  68  85  90  99
 0  22  57  85  87
 5  30  54  88  97
 19  30  51  61  80
 23  30  49  70  72
 30  64  74  92  97
 3  7  14  45  53
 11  34  36  64  92
 62  64  74  79  82
 31  34  40  65  76
 15  48  73  78  95
 48  66  70  79  97
 10  17  21  37  70
 15  44  47  69  86
 12  24  45  66  80
 3  19  88  91  97
 13  32  58  73  92
 11  26  58  87  98
 9  35  50  52  95
 41  67  73  83  94
 44  60  77  87  95
 13  70  87  88  93
 0  51  60  69  96
 1  4  13  45  57
 10  11  27  46  61
 2  3  33  56  62
 24  52  60  67  70
 9  16  18  36  55
 31  32  47  64  77
 2  30  31  41  70
 0  3  16  39  58
 11  27  46  70  92
 24  36  86  89  94
 49  60  64  94  99
 7  73  80  81  89
 29  32  33  79  87
 37  46  63  97  99
 17  19  24  59  98
 10  23  28  90  92
 25  49  73  74  83
 18  27  29  53  71
 36  44  47  79  94
 13  44  51  66  86
 4  15  81  82  91
 6  18  65  67  80
 31  64  72  81  82
 32  41  61  74  81
 11  44  55  84  90
 0  3  23  32  82
 11  13  53  59  95
 14  69  85  88  95
 28  31  64  75  77
 13  31  48  72  94
 19  25  37  44  64
 6  8  26  52  70
 30  34  52  71  83
 2  10  28  32  80
 2  30  43  71  80
 3  20  39  48  97
 22  53  59  66  96
 20  53  54  82  87
 24  34  46  49  73
 11  17  27  57  95
 5  26  48  67  79
 7  13  14  59  74
 0  22  51  76  97
 4  27  42  44  80
 6  75  80  87  88
 13  20  22  50  68
 36  46  79  89  98
 7  32  55  58  85
 19  28  32  46  51
 19  26  28  74  92
 31  51  67  94  95
 3  15  21  49  77
 7  18  28  61  87
 1  15  21  47  62
 13  44  57  76  95
 37  38  40  67  86
 23  29  42  64  93
 3  56  60  67  71
 7  22  31  53  70
 15  40  85  94  99
 4  34  80  81  91
 15  47  51  79  96
 9  55  78  89  97
 1  9  14  97  99
 17  40  71  91  99
 2  11  49  64  70
 4  19  20  38  73
 22  36  50  69  99
 43  44  45  67  80
 1  25  65  91  97
 26  32  50  69  98
 12  21  44  48  84
 28  55  60  74  92
 21  62  70  80  87
 2  28  41  64  87
 5  15  35  37  45
 3  10  21  61  82
 25  54  55  58  73
 11  19  79  80  97
 0  47  77  82  99
 6  17  55  85  90
 10  28  44  60  84
 10  29  34  81  99
 0  27  57  59  65
 16  23  25  61  96
 51  54  60  67  80
 11  15  18  45  85
 17  25  46  67  89
 55  76  77  81  86
 46  50  69  74  79
 6  42  57  75  87
 31  33  38  43  58
 29  35  59  70  87
 1  4  34  43  55
 6  28  72  75  80
 2  40  49  57  96
 7  15  22  27  79
 3  20  25  56  82
 10  26  28  55  63
 20  26  37  71  93
 20  24  29  46  93
 13  19  41  75  93
 4  7  14  27  37
 2  41  53  80  83
 1  39  71  78  86
 26  34  38  70  87
 57  58  64  74  94
 18  33  65  66  91
 0  19  33  37  93
 8  17  23  57  73
 16  39  54  87  90
 5  21  57  77  83
 33  37  38  46  49
 7  41  81  89  93
 12  15  19  32  42
 16  45  62  96  99
 10  20  38  81  99
 26  32  33  37  83
 22  38  46  59  93
 18  30  58  81  95
 13  72  73  76  86
 1  32  37  59  92
 11  56  65  92  95
 7  27  84  85  98
 14  65  66  89  93
 12  70  73  79  80
 4  44  84  95  96
 1  25  28  51  81
 9  27  33  43  57
 13  19  54  59  74
 17  48  50  55  86
 0  4  16  62  87
 7  18  82  89  91
 34  37  89  97  99
 9  12  18  86  94
 3  25  30  38  71
 3  12  34  46  70
 20  21  28  46  64
 3  9  12  15  19
 17  19  25  27  62
 4  28  29  34  48
 23  60  70  72  94
 15  23  57  63  65
 28  34  68  85  86
 10  23  26  87  99
 2  11  18  49  54
 33  44  58  67  81
 35  36  59  80  86
 2  5  36  51  90
 41  50  76  77  88
 5  19  39  55  90
 5  64  65  76  97
 9  26  59  76  85
 5  38  61  92  95
 1  12  70  86  92
 3  10  16  18  46
 6  60  81  90  98
 28  32  42  51  75
 21  37  58  75  93
 8  32  69  70  92
 0  12  22  40  75
 9  19  59  85  91
 12  26  59  72  96
 22  39  47  95  97
 16  28  29  58  97
