23 74 120 407 436 439 446 461 467 472 474 475 516 571 613 
19 79 177 408 432 440 457 462 467 472 475 516 571 613 
23 76 376 412 433 441 452 461 467 472 475 516 571 613 
12 76 116 413 435 439 451 461 467 473 475 536 571 613 
8 76 104 408 432 439 450 461 467 473 516 571 613 
22 75 171 408 432 440 452 462 467 472 474 475 511 571 613 
21 76 322 407 436 440 451 462 467 472 475 526 571 613 
30 76 199 413 435 441 456 461 468 473 475 512 571 613 
22 77 174 410 437 440 449 462 467 472 475 516 583 614 
27 75 109 408 432 440 452 462 467 472 475 536 571 613 
11 76 218 414 434 440 446 463 467 473 475 511 571 613 
4 76 93 412 433 439 451 464 467 472 475 496 571 613 
33 76 123 412 433 440 452 462 469 472 475 516 571 614 
45 80 114 408 432 440 452 462 467 472 475 516 571 613 
11 76 305 412 433 439 451 464 467 473 475 516 571 613 
3 76 358 412 433 439 450 464 467 472 475 506 576 613 
29 76 271 414 434 439 449 461 467 473 516 571 614 
54 76 147 412 433 439 456 466 467 472 475 516 571 613 
15 76 254 408 432 439 453 465 468 473 475 506 571 613 
6 76 243 412 433 440 450 462 467 472 475 500 571 613 
20 76 150 408 432 445 450 465 467 473 475 500 571 613 
48 76 247 409 429 440 452 462 467 472 516 571 613 
27 79 239 412 433 441 457 461 467 473 475 516 571 613 
31 78 254 412 433 441 446 465 467 473 475 514 576 613 
18 76 273 408 432 439 446 461 467 473 475 516 571 613 
17 76 218 407 436 439 447 466 469 473 475 516 584 613 
5 76 350 408 432 439 452 464 467 472 475 511 571 613 
36 79 321 408 432 441 457 461 467 472 475 521 571 614 
32 76 257 408 432 440 452 462 467 472 475 522 571 613 
7 76 296 407 436 439 448 461 467 472 475 516 571 613 
55 75 404 412 433 443 451 465 468 472 478 571 613 
13 76 265 408 432 441 452 461 467 472 475 536 571 613 
26 76 303 407 436 443 450 466 468 472 475 526 571 613 
52 79 99 420 424 441 457 461 467 473 475 496 571 613 
9 76 321 408 432 439 450 465 467 473 475 516 571 613 
28 80 121 410 437 441 447 465 469 473 475 516 571 613 
12 76 129 408 432 439 447 461 469 473 475 516 580 613 
29 75 279 410 437 440 451 462 467 472 475 516 571 614 
20 76 286 412 433 441 450 465 467 473 475 516 576 613 
23 77 306 413 435 439 447 461 467 472 475 518 571 613 
30 74 146 410 437 445 458 465 467 472 475 516 571 613 
2 76 85 409 429 439 448 464 467 472 475 492 571 613 
50 78 108 414 434 445 449 461 467 473 475 496 571 613 
11 76 174 408 432 439 450 461 467 472 516 571 613 
12 74 242 408 432 440 458 462 467 472 475 516 571 613 
35 76 141 412 433 440 451 462 467 472 516 571 614 
11 76 392 407 436 439 452 461 467 472 475 526 571 613 
12 74 204 407 436 440 449 462 467 472 475 516 571 614 
11 76 322 408 432 442 451 465 467 473 475 501 571 613 
5 76 357 408 432 439 452 464 468 472 475 516 571 613 
18 76 404 408 432 439 448 461 468 472 475 516 571 613 
2 76 253 408 432 439 450 464 467 472 475 488 571 613 
17 76 96 407 436 440 449 462 467 472 475 541 571 613 
28 78 247 412 433 440 447 462 468 472 475 514 571 614 
27 76 164 412 433 441 446 461 467 473 475 516 571 613 
14 76 406 412 433 439 452 461 468 472 475 521 571 613 
24 76 343 415 426 440 455 462 467 472 475 516 576 614 
21 77 86 412 433 440 446 462 467 472 475 518 571 614 
18 76 353 408 432 440 446 462 468 472 475 516 571 613 
25 75 195 407 436 441 447 461 467 473 475 516 571 613 
37 79 187 407 436 441 457 461 467 473 475 526 571 613 
15 76 144 410 437 440 449 463 467 473 475 526 571 613 
42 74 153 416 440 449 462 467 472 475 477 571 614 
22 76 210 412 433 441 455 461 468 473 475 504 571 613 
8 76 214 412 433 440 455 462 467 472 475 516 571 613 
25 78 406 407 436 440 452 462 468 472 475 516 571 613 
31 76 171 412 433 440 456 462 467 472 475 521 571 613 
25 77 180 407 436 440 456 462 467 472 475 500 571 613 
7 76 273 418 425 440 453 466 467 472 475 516 576 613 
20 76 144 412 433 441 452 461 467 472 475 516 571 613 
24 77 109 410 437 439 447 461 467 473 475 531 571 614 
19 76 190 410 437 440 449 466 467 472 475 516 571 614 
8 75 90 408 432 439 451 461 467 472 475 516 571 613 
10 76 386 410 437 439 449 461 467 473 516 571 613 
3 79 231 408 432 439 457 464 467 472 475 516 585 613 
35 76 327 407 436 440 447 462 467 472 475 526 571 614 
26 78 322 412 433 439 449 461 467 473 476 516 571 613 
21 74 105 408 432 441 446 465 467 473 475 511 571 613 
2 76 192 409 429 439 451 464 467 473 475 516 571 613 
20 76 176 407 436 440 450 462 468 472 475 512 571 614 
19 76 94 408 432 441 452 461 467 472 475 536 571 613 
42 80 288 408 432 440 451 463 467 473 475 511 571 614 
1 76 113 409 429 439 451 464 467 473 475 488 571 613 
28 78 215 408 432 440 453 462 468 472 475 516 571 613 
21 76 286 408 432 440 452 462 467 472 475 516 571 614 
19 76 209 412 433 439 451 461 470 473 475 516 571 613 
44 76 127 408 432 440 452 462 469 472 475 516 571 613 
38 80 174 415 426 440 455 462 467 472 475 516 571 614 
21 76 406 407 436 439 447 461 468 472 475 536 571 614 
34 76 357 413 435 441 451 461 467 473 475 516 571 613 
22 76 251 407 436 440 451 462 467 472 475 526 586 613 
29 76 153 407 436 440 449 462 467 472 475 531 571 613 
9 76 323 419 428 439 452 461 467 472 475 516 571 613 
15 76 273 412 433 440 448 462 467 472 475 516 571 613 
48 79 257 420 424 441 457 461 467 472 475 516 571 613 
76 107 408 432 439 450 461 468 472 516 571 613 
38 76 244 408 432 440 446 462 468 472 475 496 571 613 
37 78 192 421 423 439 455 461 467 473 475 511 571 613 
2 76 313 408 432 439 451 464 467 473 475 516 571 613 
44 79 84 419 428 441 457 461 470 473 475 486 571 613 
50 75 225 408 432 440 454 462 467 472 475 526 571 613 
59 76 358 414 434 445 446 461 467 473 475 496 587 613 
49 76 244 408 432 441 446 461 467 473 475 516 571 613 
19 76 406 409 429 443 453 461 468 472 474 475 516 571 613 
25 76 179 408 432 441 451 465 468 473 475 514 571 613 
9 76 214 412 433 439 446 461 467 472 475 518 571 613 
17 76 157 412 433 441 452 466 471 473 475 516 571 613 
12 76 119 417 438 439 449 461 467 472 475 531 571 614 
43 74 334 408 432 440 450 462 467 472 475 516 571 613 
24 74 230 412 433 439 446 461 467 473 475 514 571 613 
25 76 245 407 436 440 447 462 467 472 475 526 583 614 
22 78 164 410 437 440 447 462 467 472 475 545 571 614 
7 76 165 408 432 439 453 464 467 472 475 516 571 613 
24 76 372 407 436 440 449 462 467 472 475 516 571 614 
25 75 270 408 432 440 450 463 467 473 475 496 571 613 
8 74 338 413 435 440 458 462 467 472 475 526 571 613 
4 79 169 412 433 439 457 464 467 472 475 496 571 613 
22 76 245 412 433 441 452 461 467 472 516 571 613 
40 76 281 408 432 440 446 462 467 472 475 511 575 613 
42 76 307 408 432 440 446 462 467 472 475 521 571 614 
16 76 253 408 432 439 450 461 467 473 475 510 571 613 
24 76 286 413 435 440 456 462 467 472 536 571 614 
29 76 209 408 432 440 446 462 467 472 475 516 575 613 
25 76 159 417 438 440 449 463 467 473 475 516 571 614 
26 76 384 407 436 440 446 463 468 473 475 516 571 613 
43 78 232 419 428 445 450 465 468 473 475 506 571 613 
3 78 86 412 433 439 446 464 467 472 475 516 571 613 
42 76 327 412 433 439 453 461 467 472 475 496 571 613 
26 75 353 408 432 440 454 462 469 472 475 516 588 614 
4 76 167 408 432 439 450 464 467 473 475 516 571 613 
16 76 234 408 432 443 450 461 467 473 475 506 571 613 
29 76 257 414 434 445 447 461 467 473 475 521 571 613 
34 76 282 415 426 441 452 461 467 472 475 516 571 613 
20 76 204 407 436 441 449 464 467 473 475 516 571 613 
29 76 143 408 432 440 451 462 467 472 475 536 571 613 
1 76 316 409 429 439 450 464 467 472 475 488 571 613 
43 76 198 412 433 440 451 462 467 472 474 475 516 571 613 
10 76 382 409 429 440 452 462 467 472 475 516 571 613 
21 80 326 412 433 440 447 462 469 472 475 549 589 614 
3 79 296 412 433 439 457 464 467 472 475 500 581 613 
48 76 84 408 432 440 447 462 467 472 475 516 571 614 
17 76 254 407 436 439 449 461 467 473 475 521 571 613 
17 76 298 408 432 440 452 463 467 473 475 516 571 614 
45 76 116 408 432 440 447 462 467 472 475 516 571 614 
1 76 265 411 427 439 450 464 467 472 475 500 571 613 
34 75 87 410 437 440 454 462 467 472 474 475 570 571 613 
11 78 287 410 437 439 449 464 467 472 475 511 571 613 
14 76 116 408 432 441 449 464 467 473 475 516 571 613 
27 76 403 408 432 440 448 462 468 472 475 516 571 613 
28 76 231 412 433 440 452 462 467 472 475 516 571 614 
19 76 263 412 433 439 447 461 467 473 475 516 571 613 
9 76 267 412 433 439 456 464 467 473 475 516 571 613 
8 76 341 412 433 440 455 463 467 473 475 524 571 614 
6 76 94 407 436 439 449 461 467 473 475 491 582 613 
26 78 142 412 433 440 452 462 467 472 475 516 571 614 
18 76 243 413 435 441 451 465 468 473 475 521 571 613 
44 76 238 407 436 441 449 461 467 473 475 518 571 613 
5 76 283 408 432 439 448 464 467 472 475 516 571 613 
41 77 392 410 437 440 451 462 467 472 475 516 571 614 
25 76 298 417 438 440 449 462 467 472 475 536 571 614 
34 76 244 412 433 441 450 461 467 472 475 521 571 613 
9 76 376 407 436 439 447 461 467 473 475 516 571 613 
34 76 267 415 426 440 452 462 467 472 475 516 590 613 
20 76 278 407 436 440 449 462 467 472 475 521 571 613 
15 76 174 408 432 441 449 461 467 473 475 516 571 613 
13 78 298 407 436 439 458 461 467 472 475 532 571 613 
5 76 304 412 433 439 451 464 467 472 475 521 571 613 
11 76 318 407 436 439 456 465 468 473 475 516 571 613 
49 76 157 408 432 440 453 462 467 472 475 492 571 613 
21 80 110 407 436 441 451 461 467 473 475 536 571 613 
23 79 211 410 437 440 457 463 469 473 474 475 516 575 613 
8 76 340 408 432 439 452 464 467 472 475 516 571 613 
22 76 227 408 432 441 451 461 467 472 475 553 571 613 
32 76 199 407 436 440 446 462 467 472 475 516 571 614 
5 76 209 412 433 439 450 461 469 473 475 501 571 613 
15 76 296 408 432 440 453 462 467 472 475 521 571 614 
39 76 308 408 432 440 451 462 467 472 474 475 516 571 614 
8 76 353 412 433 440 446 463 469 473 475 516 591 613 
27 76 236 408 432 441 446 461 467 473 475 516 571 613 
10 76 267 413 435 439 456 461 467 472 475 521 571 613 
30 76 124 413 435 439 449 461 467 473 475 509 571 613 
19 76 267 413 435 440 446 462 467 472 475 516 571 614 
25 80 94 412 433 440 454 462 467 472 475 530 571 614 
10 76 112 407 436 439 451 461 467 472 475 516 571 613 
18 76 195 410 437 440 447 462 469 472 475 511 592 614 
3 79 412 433 439 457 464 468 473 475 501 571 613 
20 75 283 407 436 441 449 461 468 473 475 516 571 614 
6 76 278 412 433 439 451 464 467 472 475 491 571 613 
8 76 266 412 433 439 455 461 467 472 475 516 571 613 
61 75 190 412 433 440 451 462 467 472 475 516 571 613 
6 76 386 418 425 440 455 466 467 473 475 516 576 613 
13 76 391 412 433 439 456 461 467 473 475 516 571 613 
46 76 214 408 432 445 450 461 467 473 475 500 571 613 
23 75 239 408 432 440 447 462 467 472 475 516 571 613 
27 76 106 412 433 440 452 462 467 472 526 571 613 
19 76 254 408 432 441 453 461 467 472 475 521 571 613 
13 76 278 409 429 439 447 461 467 473 475 516 571 613 
60 75 239 410 437 440 452 462 467 472 475 486 571 613 
47 75 121 408 432 440 454 462 467 472 475 521 571 613 
7 79 290 414 434 439 457 464 468 473 475 491 571 613 
27 76 257 412 433 440 449 463 467 473 526 571 614 
42 75 359 408 432 440 448 462 467 472 475 516 571 613 
50 76 174 408 432 439 453 461 467 472 475 531 571 613 
25 76 286 412 433 439 452 461 468 472 475 521 571 613 
10 76 302 407 436 439 446 461 467 472 475 516 571 613 
31 76 245 414 434 439 450 461 467 472 475 516 571 613 
39 78 143 419 428 440 446 462 467 472 475 516 571 613 
37 76 313 408 432 440 453 462 467 472 475 516 571 613 
1 76 335 418 425 439 450 466 467 472 475 524 576 613 
14 76 136 408 432 439 452 466 467 472 475 516 571 613 
33 76 116 410 437 439 449 461 467 472 475 536 571 613 
3 76 147 408 432 439 451 465 468 472 475 506 593 613 
29 76 327 408 432 440 450 462 468 472 475 516 571 613 
10 76 137 413 435 439 451 461 467 472 475 516 571 613 
22 76 350 414 434 440 452 462 467 472 475 516 571 614 
20 74 169 408 432 440 458 462 467 472 475 516 571 614 
17 76 125 408 432 439 454 461 467 472 475 496 571 613 
6 74 348 412 433 439 458 464 468 473 475 516 571 613 
27 75 311 407 436 439 451 461 467 472 475 518 571 613 
51 79 94 409 429 440 457 462 467 472 475 484 571 613 
14 79 205 414 434 441 457 465 467 473 475 516 571 613 
40 76 144 413 435 442 450 461 467 472 475 501 583 613 
15 76 211 407 436 439 449 464 467 472 475 501 571 613 
17 76 167 407 436 440 447 462 467 472 475 516 571 614 
10 76 266 408 432 440 450 462 467 472 475 516 571 613 
17 76 157 407 436 440 447 462 467 472 475 516 571 614 
30 78 363 409 429 440 453 462 467 472 475 506 571 613 
43 79 376 407 436 440 457 462 467 472 475 516 571 614 
22 77 139 408 432 440 446 462 467 472 475 516 571 614 
49 76 215 409 429 445 450 465 471 472 475 516 571 613 
24 76 141 414 434 440 456 462 467 472 475 516 571 614 
26 76 157 408 432 440 446 463 467 473 475 511 571 613 
10 75 167 411 427 440 452 462 467 472 475 516 594 613 
20 76 372 419 428 440 450 463 467 473 475 500 571 613 
46 76 334 410 437 440 449 462 467 472 475 516 571 614 
27 76 245 407 436 440 453 462 467 472 475 521 571 613 
27 76 239 407 436 441 447 461 467 472 521 571 614 
6 76 388 408 432 442 451 461 467 472 475 531 571 613 
12 76 136 408 432 440 452 462 467 472 475 516 571 613 
40 75 252 412 433 440 451 462 467 472 475 521 571 613 
6 76 375 413 435 439 451 461 467 473 475 491 571 613 
41 76 292 407 436 441 447 461 467 473 475 521 571 614 
23 76 404 408 432 441 451 465 467 473 475 516 571 613 
10 77 254 412 433 439 446 465 467 473 475 491 571 613 
1 76 132 409 429 439 450 464 467 472 475 486 571 613 
24 74 253 414 434 440 455 462 467 472 475 514 571 614 
29 76 325 408 432 440 455 462 468 472 475 516 571 613 
28 76 214 408 432 439 452 461 468 472 475 516 571 613 
4 78 373 412 433 439 446 464 467 473 475 486 571 613 
17 76 334 408 432 440 452 463 467 473 475 516 571 613 
7 76 94 412 433 439 451 461 467 472 475 516 571 613 
30 75 122 410 437 441 447 461 467 472 475 506 571 613 
22 76 234 408 432 440 451 462 467 472 475 526 571 613 
38 76 239 408 432 441 453 461 467 472 475 516 571 613 
30 76 296 418 425 441 452 461 467 473 521 571 613 
9 76 371 412 433 440 452 462 467 472 475 516 571 613 
30 76 152 412 433 441 451 461 467 473 475 516 571 613 
20 78 167 412 433 440 453 463 467 473 475 516 571 613 
7 76 385 408 432 439 450 461 467 473 475 501 571 613 
13 76 185 408 432 443 455 461 467 472 475 516 571 613 
28 76 216 412 433 440 446 463 467 473 482 571 614 
3 76 84 412 433 439 446 464 467 473 475 492 571 613 
3 76 304 408 432 439 450 466 467 473 475 516 571 613 
19 76 298 408 432 440 450 463 467 473 475 516 571 614 
11 76 352 407 436 439 452 461 467 472 475 526 571 613 
30 75 340 413 435 443 452 461 467 472 475 516 571 613 
18 74 143 407 436 440 447 462 467 472 475 521 575 614 
18 76 270 408 432 439 450 461 467 473 475 511 571 613 
28 76 165 412 433 440 456 462 467 472 475 516 571 613 
29 76 141 412 433 441 448 465 467 473 475 516 571 613 
4 79 188 408 432 439 457 466 467 473 475 511 571 613 
9 76 127 407 436 440 447 462 467 472 475 531 571 614 
36 80 183 407 436 440 447 462 467 472 475 526 571 614 
4 76 390 412 433 439 448 464 467 472 475 516 571 613 
12 76 152 412 433 439 450 461 467 473 475 516 571 613 
34 74 347 407 436 440 458 462 467 472 475 516 571 614 
18 76 303 414 434 441 456 461 467 473 475 540 571 613 
12 76 222 415 426 440 448 462 471 472 516 578 613 
25 76 398 410 437 440 447 462 467 472 541 571 614 
12 76 153 408 432 440 446 462 467 472 475 516 571 613 
30 75 358 408 432 440 452 462 467 472 475 501 571 613 
12 79 173 412 433 440 457 463 467 473 516 571 614 
16 76 376 412 433 440 447 462 467 472 475 526 571 613 
25 78 104 412 433 441 450 461 468 473 475 500 571 613 
8 76 311 408 432 439 448 465 468 473 475 516 571 613 
17 76 168 412 433 441 447 465 467 473 475 516 571 613 
30 76 259 416 440 447 462 467 472 475 536 571 614 
15 74 412 433 440 455 462 467 472 475 516 571 613 
19 76 136 422 431 441 452 461 467 472 475 526 571 614 
36 76 265 420 424 440 455 462 467 472 475 516 576 613 
14 76 392 409 429 439 450 464 467 473 475 495 571 613 
18 78 313 409 429 443 455 461 468 472 475 516 571 613 
18 74 309 408 432 441 453 465 467 473 475 516 571 613 
4 76 113 412 433 440 451 462 467 472 475 506 571 613 
1 76 240 409 429 439 448 464 467 472 474 475 494 571 613 
16 74 135 407 436 440 447 463 467 473 475 516 571 614 
13 76 259 408 432 441 454 461 467 472 475 516 571 613 
17 76 303 419 428 439 452 465 467 473 475 511 571 613 
9 76 184 408 432 440 453 462 467 472 475 536 571 613 
20 77 323 410 437 439 449 461 467 472 476 516 571 613 
7 76 282 408 432 439 448 461 467 472 475 546 595 613 
47 80 298 408 432 440 447 462 467 472 475 516 571 614 
31 78 345 410 437 440 449 462 467 472 475 516 571 613 
64 79 149 408 432 445 457 461 467 472 475 500 571 613 
1 79 280 409 429 439 457 464 467 472 475 516 571 613 
24 75 282 407 436 442 449 461 467 473 474 475 516 571 613 
14 76 86 413 435 440 450 463 467 473 475 501 571 614 
11 76 166 412 433 439 452 464 469 472 516 584 613 
17 76 286 410 437 440 449 462 467 472 475 526 571 614 
18 78 343 408 432 439 454 461 468 472 475 536 571 613 
18 78 167 412 433 439 458 461 467 473 475 516 571 613 
7 76 123 412 433 440 446 462 467 472 475 516 571 613 
26 78 365 412 433 440 446 463 467 473 475 516 571 613 
13 76 376 407 436 439 449 461 467 472 475 516 571 613 
29 76 104 408 432 441 446 461 467 473 475 504 571 613 
8 77 265 408 432 439 459 464 467 472 475 516 571 613 
28 76 167 412 433 440 449 462 467 472 475 516 571 614 
11 76 386 411 427 439 452 466 467 472 475 516 576 613 
4 76 351 412 433 439 451 461 467 472 475 511 571 613 
28 76 348 408 432 445 447 465 468 473 475 516 571 613 
35 76 109 408 432 440 452 462 470 472 475 516 571 613 
4 76 199 408 432 440 455 462 467 472 475 516 571 613 
1 79 327 409 429 439 457 464 467 473 475 481 571 613 
3 76 285 408 432 439 455 464 468 473 475 516 571 613 
29 80 273 412 433 440 452 462 467 472 475 531 571 614 
44 76 315 408 432 440 452 462 467 472 475 516 571 614 
26 76 273 413 435 440 447 462 468 472 475 516 575 614 
28 75 306 408 432 440 451 463 467 473 475 516 571 614 
24 76 117 414 434 440 455 462 469 472 475 516 571 614 
14 76 245 408 432 440 447 463 467 473 475 516 571 613 
22 76 373 412 433 440 453 462 468 472 475 526 571 613 
7 76 108 408 432 440 453 462 467 472 475 536 571 613 
16 79 165 412 433 440 457 462 467 472 475 516 571 613 
28 76 167 413 435 439 454 464 467 472 475 516 571 613 
38 78 347 408 432 440 453 462 468 472 475 516 571 613 
16 76 183 407 436 440 449 462 467 472 475 526 571 613 
34 76 267 420 424 442 452 465 467 472 475 516 571 613 
8 76 230 407 436 439 456 461 467 473 475 496 571 613 
21 76 174 408 432 440 446 463 467 473 475 536 571 613 
36 76 94 408 432 441 453 465 467 472 475 516 571 613 
22 76 93 412 433 440 453 462 467 472 475 516 571 613 
33 76 266 410 437 440 447 462 467 472 521 571 614 
14 76 168 407 436 440 456 463 467 473 475 492 571 614 
44 76 279 412 433 439 449 465 467 472 475 516 571 614 
6 79 192 412 433 439 457 464 467 472 475 516 571 613 
19 76 343 408 432 439 452 461 467 472 475 516 571 613 
14 76 353 408 432 439 453 461 467 472 475 536 571 613 
51 76 105 414 434 441 450 461 467 473 475 500 571 613 
30 76 341 407 436 439 452 461 467 473 475 516 571 613 
1 76 291 411 427 439 450 461 467 472 475 482 571 613 
6 76 341 412 433 439 448 464 467 472 475 506 571 613 
11 76 215 419 428 439 450 461 467 472 475 516 571 613 
7 76 273 408 432 439 450 465 467 473 475 511 571 613 
17 76 157 413 435 440 452 462 467 472 475 521 594 613 
27 75 231 412 433 440 452 462 467 472 475 496 571 613 
12 74 116 407 436 439 449 461 467 472 475 496 571 613 
